Item,CCI,contributor,/cci_items/cci_item/definition,Note,Parameter,publishdate,creator,index,location,title,version,status,Type,publishdate2,version2
960,CCI-001633,DISA FSO,The organization defines removable media types and information output requiring marking.,,,5/12/10,,,,,,draft,policy,5/14/14,5/14/14
961,CCI-001010,DISA FSO,"The organization marks information system media indicating the distribution limitations, handling caveats, and applicable security markings (if any) of the information.",,,9/21/09,NIST,MP-3 a,http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53,3,draft,,5/14/14,5/14/14
961,CCI-001010,DISA FSO,"The organization marks information system media indicating the distribution limitations, handling caveats, and applicable security markings (if any) of the information.",,,9/21/09,NIST,MP-3 a,http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53 Revision 4,4,draft,,5/14/14,5/14/14
961,CCI-001010,DISA FSO,"The organization marks information system media indicating the distribution limitations, handling caveats, and applicable security markings (if any) of the information.",,,9/21/09,NIST,MP-3.1 (ii),http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53A,1,draft,,5/14/14,5/14/14
961,CCI-001010,DISA FSO,"The organization marks information system media indicating the distribution limitations, handling caveats, and applicable security markings (if any) of the information.",,,9/21/09,,,,,,draft,policy,5/14/14,5/14/14
962,CCI-001011,DISA FSO,The organization exempts organization-defined types of information system media from marking as long as the media remain within organization-defined controlled areas.,,,9/21/09,NIST,MP-3 b,http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53,3,draft,,5/14/14,5/14/14
962,CCI-001011,DISA FSO,The organization exempts organization-defined types of information system media from marking as long as the media remain within organization-defined controlled areas.,,,9/21/09,NIST,MP-3 b,http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53 Revision 4,4,draft,,5/14/14,5/14/14
962,CCI-001011,DISA FSO,The organization exempts organization-defined types of information system media from marking as long as the media remain within organization-defined controlled areas.,,,9/21/09,NIST,MP-3.1 (iv),http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53A,1,draft,,5/14/14,5/14/14
962,CCI-001011,DISA FSO,The organization exempts organization-defined types of information system media from marking as long as the media remain within organization-defined controlled areas.,,,9/21/09,,,,,,draft,policy,5/14/14,5/14/14
963,CCI-001012,DISA FSO,The organization defines types of information system media to exempt from marking as long as the media remain within organization-defined controlled areas.,,,9/21/09,NIST,MP-3 b,http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53,3,draft,,5/14/14,5/14/14
963,CCI-001012,DISA FSO,The organization defines types of information system media to exempt from marking as long as the media remain within organization-defined controlled areas.,,,9/21/09,NIST,MP-3 b,http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53 Revision 4,4,draft,,5/14/14,5/14/14
963,CCI-001012,DISA FSO,The organization defines types of information system media to exempt from marking as long as the media remain within organization-defined controlled areas.,,,9/21/09,NIST,MP-3.1 (iii),http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53A,1,draft,,5/14/14,5/14/14
963,CCI-001012,DISA FSO,The organization defines types of information system media to exempt from marking as long as the media remain within organization-defined controlled areas.,,,9/21/09,,,,,,draft,policy,5/14/14,5/14/14
964,CCI-001013,DISA FSO,The organization defines controlled areas where organization-defined types of information system media are exempt from being marked.,,,9/21/09,NIST,MP-3 b,http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53,3,draft,,5/14/14,5/14/14
964,CCI-001013,DISA FSO,The organization defines controlled areas where organization-defined types of information system media are exempt from being marked.,,,9/21/09,NIST,MP-3 b,http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53 Revision 4,4,draft,,5/14/14,5/14/14
964,CCI-001013,DISA FSO,The organization defines controlled areas where organization-defined types of information system media are exempt from being marked.,,,9/21/09,NIST,MP-3.1 (iii),http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53A,1,draft,,5/14/14,5/14/14
964,CCI-001013,DISA FSO,The organization defines controlled areas where organization-defined types of information system media are exempt from being marked.,,,9/21/09,,,,,,draft,policy,5/14/14,5/14/14
965,CCI-001014,DISA FSO,The organization physically controls and securely stores organization-defined types of digital and/or non-digital media within organization-defined controlled areas.,,,9/21/09,NIST,MP-4 a,http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53,3,draft,,5/14/14,5/14/14
965,CCI-001014,DISA FSO,The organization physically controls and securely stores organization-defined types of digital and/or non-digital media within organization-defined controlled areas.,,,9/21/09,NIST,MP-4 a,http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53 Revision 4,4,draft,,5/14/14,5/14/14
965,CCI-001014,DISA FSO,The organization physically controls and securely stores organization-defined types of digital and/or non-digital media within organization-defined controlled areas.,,,9/21/09,NIST,MP-4.1 (ii),http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53A,1,draft,,5/14/14,5/14/14
965,CCI-001014,DISA FSO,The organization physically controls and securely stores organization-defined types of digital and/or non-digital media within organization-defined controlled areas.,,,9/21/09,,,,,,draft,policy,5/14/14,5/14/14
966,CCI-001015,DISA FSO,The organization defines types of digital and/or non-digital media to physically control and securely store within organization-defined controlled areas.,,,9/21/09,NIST,MP-4 a,http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53,3,draft,,5/14/14,5/14/14
966,CCI-001015,DISA FSO,The organization defines types of digital and/or non-digital media to physically control and securely store within organization-defined controlled areas.,,,9/21/09,NIST,MP-4 a,http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53 Revision 4,4,draft,,5/14/14,5/14/14
966,CCI-001015,DISA FSO,The organization defines types of digital and/or non-digital media to physically control and securely store within organization-defined controlled areas.,,,9/21/09,NIST,MP-4.1 (i),http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53A,1,draft,,5/14/14,5/14/14
966,CCI-001015,DISA FSO,The organization defines types of digital and/or non-digital media to physically control and securely store within organization-defined controlled areas.,,,9/21/09,,,,,,draft,policy,5/14/14,5/14/14
967,CCI-001016,DISA FSO,The organization defines controlled areas where organization-defined types of digital and/or non-digital media are physically controlled and securely stored.,,,9/21/09,NIST,MP-4 a,http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53,3,draft,,5/14/14,5/14/14
967,CCI-001016,DISA FSO,The organization defines controlled areas where organization-defined types of digital and/or non-digital media are physically controlled and securely stored.,,,9/21/09,NIST,MP-4 a,http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53 Revision 4,4,draft,,5/14/14,5/14/14
967,CCI-001016,DISA FSO,The organization defines controlled areas where organization-defined types of digital and/or non-digital media are physically controlled and securely stored.,,,9/21/09,NIST,MP-4.1 (i),http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53A,1,draft,,5/14/14,5/14/14
967,CCI-001016,DISA FSO,The organization defines controlled areas where organization-defined types of digital and/or non-digital media are physically controlled and securely stored.,,,9/21/09,,,,,,draft,policy,5/14/14,5/14/14
968,CCI-001017,DISA FSO,The organization defines security measures for securing media storage.,,,9/21/09,NIST,MP-4 a,http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53,3,draft,,5/14/14,5/14/14
968,CCI-001017,DISA FSO,The organization defines security measures for securing media storage.,,,9/21/09,NIST,MP-4.1 (i),http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53A,1,draft,,5/14/14,5/14/14
968,CCI-001017,DISA FSO,The organization defines security measures for securing media storage.,,,9/21/09,,,,,,draft,policy,5/14/14,5/14/14
969,CCI-001018,DISA FSO,"The organization protects information system media until the media are destroyed or sanitized using approved equipment, techniques, and procedures.",,,9/21/09,NIST,MP-4 b,http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53,3,draft,,5/14/14,5/14/14
969,CCI-001018,DISA FSO,"The organization protects information system media until the media are destroyed or sanitized using approved equipment, techniques, and procedures.",,,9/21/09,NIST,MP-4 b,http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53 Revision 4,4,draft,,5/14/14,5/14/14
969,CCI-001018,DISA FSO,"The organization protects information system media until the media are destroyed or sanitized using approved equipment, techniques, and procedures.",,,9/21/09,NIST,MP-4.1 (iii),http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53A,1,draft,,5/14/14,5/14/14
969,CCI-001018,DISA FSO,"The organization protects information system media until the media are destroyed or sanitized using approved equipment, techniques, and procedures.",,,9/21/09,,,,,,draft,policy,5/14/14,5/14/14
970,CCI-001019,DISA FSO,The organization employs cryptographic mechanisms to protect information in storage.,,,9/21/09,NIST,MP-4 (1),http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53,3,draft,,5/14/14,5/14/14
970,CCI-001019,DISA FSO,The organization employs cryptographic mechanisms to protect information in storage.,,,9/21/09,NIST,MP-4 (1).1,http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53A,1,draft,,5/14/14,5/14/14
970,CCI-001019,DISA FSO,The organization employs cryptographic mechanisms to protect information in storage.,,,9/21/09,,,,,,draft,technical,5/14/14,5/14/14
971,CCI-001020,DISA FSO,The organization protects and controls organization-defined types of information system media during transport outside of controlled areas using organization-defined security safeguards.,,,9/21/09,NIST,MP-5 a,http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53,3,draft,,5/14/14,5/14/14
971,CCI-001020,DISA FSO,The organization protects and controls organization-defined types of information system media during transport outside of controlled areas using organization-defined security safeguards.,,,9/21/09,NIST,MP-5 a,http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53 Revision 4,4,draft,,5/14/14,5/14/14
971,CCI-001020,DISA FSO,The organization protects and controls organization-defined types of information system media during transport outside of controlled areas using organization-defined security safeguards.,,,9/21/09,NIST,MP-5.1 (ii),http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53A,1,draft,,5/14/14,5/14/14
971,CCI-001020,DISA FSO,The organization protects and controls organization-defined types of information system media during transport outside of controlled areas using organization-defined security safeguards.,,,9/21/09,,,,,,draft,policy,5/14/14,5/14/14
972,CCI-001021,DISA FSO,The organization defines types of information system media protected and controlled during transport outside of controlled areas.,,,9/21/09,NIST,MP-5 a,http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53,3,draft,,5/14/14,5/14/14
972,CCI-001021,DISA FSO,The organization defines types of information system media protected and controlled during transport outside of controlled areas.,,,9/21/09,NIST,MP-5 a,http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53 Revision 4,4,draft,,5/14/14,5/14/14
972,CCI-001021,DISA FSO,The organization defines types of information system media protected and controlled during transport outside of controlled areas.,,,9/21/09,NIST,MP-5,http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53A,1,draft,,5/14/14,5/14/14
972,CCI-001021,DISA FSO,The organization defines types of information system media protected and controlled during transport outside of controlled areas.,,,9/21/09,,,,,,draft,policy,5/14/14,5/14/14
973,CCI-001022,DISA FSO,The organization defines security safeguards to be used to protect and control organization-defined types of information system media during transport outside of controlled areas.,,,9/21/09,NIST,MP-5 a,http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53,3,draft,,5/14/14,5/14/14
973,CCI-001022,DISA FSO,The organization defines security safeguards to be used to protect and control organization-defined types of information system media during transport outside of controlled areas.,,,9/21/09,NIST,MP-5 a,http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53 Revision 4,4,draft,,5/14/14,5/14/14
973,CCI-001022,DISA FSO,The organization defines security safeguards to be used to protect and control organization-defined types of information system media during transport outside of controlled areas.,,,9/21/09,NIST,MP-5.1 (i),http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53A,1,draft,,5/14/14,5/14/14
973,CCI-001022,DISA FSO,The organization defines security safeguards to be used to protect and control organization-defined types of information system media during transport outside of controlled areas.,,,9/21/09,,,,,,draft,policy,5/14/14,5/14/14
974,CCI-001023,DISA FSO,The organization maintains accountability for information system media during transport outside of controlled areas.,,,9/21/09,NIST,MP-5 b,http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53,3,draft,,5/14/14,5/14/14
974,CCI-001023,DISA FSO,The organization maintains accountability for information system media during transport outside of controlled areas.,,,9/21/09,NIST,MP-5 b,http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53 Revision 4,4,draft,,5/14/14,5/14/14
974,CCI-001023,DISA FSO,The organization maintains accountability for information system media during transport outside of controlled areas.,,,9/21/09,NIST,MP-5.1 (iii),http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53A,1,draft,,5/14/14,5/14/14
974,CCI-001023,DISA FSO,The organization maintains accountability for information system media during transport outside of controlled areas.,,,9/21/09,,,,,,draft,policy,5/14/14,5/14/14
975,CCI-001024,DISA FSO,The organization restricts the activities associated with the transport of information system media to authorized personnel.,,,9/21/09,NIST,MP-5 c,http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53,3,draft,,5/14/14,5/14/14
975,CCI-001024,DISA FSO,The organization restricts the activities associated with the transport of information system media to authorized personnel.,,,9/21/09,NIST,MP-5 d,http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53 Revision 4,4,draft,,5/14/14,5/14/14
975,CCI-001024,DISA FSO,The organization restricts the activities associated with the transport of information system media to authorized personnel.,,,9/21/09,NIST,MP-5.1 (v),http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53A,1,draft,,5/14/14,5/14/14
975,CCI-001024,DISA FSO,The organization restricts the activities associated with the transport of information system media to authorized personnel.,,,9/21/09,,,,,,draft,policy,5/14/14,5/14/14
976,CCI-001025,DISA FSO,The organization documents activities associated with the transport of information system media.,,,9/21/09,NIST,MP-5 (2),http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53,3,draft,,5/14/14,5/14/14
976,CCI-001025,DISA FSO,The organization documents activities associated with the transport of information system media.,,,9/21/09,NIST,MP-5 c,http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53 Revision 4,4,draft,,5/14/14,5/14/14
976,CCI-001025,DISA FSO,The organization documents activities associated with the transport of information system media.,,,9/21/09,NIST,MP-5 (2).1,http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53A,1,draft,,5/14/14,5/14/14
976,CCI-001025,DISA FSO,The organization documents activities associated with the transport of information system media.,,,9/21/09,,,,,,draft,policy,5/14/14,5/14/14
977,CCI-001026,DISA FSO,The organization employs an identified custodian during transport of information system media outside of controlled areas.,,,9/21/09,NIST,MP-5 (3),http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53,3,draft,,5/14/14,5/14/14
977,CCI-001026,DISA FSO,The organization employs an identified custodian during transport of information system media outside of controlled areas.,,,9/21/09,NIST,MP-5 (3),http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53 Revision 4,4,draft,,5/14/14,5/14/14
977,CCI-001026,DISA FSO,The organization employs an identified custodian during transport of information system media outside of controlled areas.,,,9/21/09,NIST,MP-5 (3).1,http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53A,1,draft,,5/14/14,5/14/14
977,CCI-001026,DISA FSO,The organization employs an identified custodian during transport of information system media outside of controlled areas.,,,9/21/09,,,,,,draft,policy,5/14/14,5/14/14
978,CCI-001027,DISA FSO,The information system implements cryptographic mechanisms to protect the confidentiality and integrity of information stored on digital media during transport outside of controlled areas.,,,9/21/09,NIST,MP-5 (4),http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53,3,draft,,5/14/14,5/14/14
978,CCI-001027,DISA FSO,The information system implements cryptographic mechanisms to protect the confidentiality and integrity of information stored on digital media during transport outside of controlled areas.,,,9/21/09,NIST,MP-5 (4),http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53 Revision 4,4,draft,,5/14/14,5/14/14
978,CCI-001027,DISA FSO,The information system implements cryptographic mechanisms to protect the confidentiality and integrity of information stored on digital media during transport outside of controlled areas.,,,9/21/09,NIST,MP-5 (4).1,http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53A,1,draft,,5/14/14,5/14/14
978,CCI-001027,DISA FSO,The information system implements cryptographic mechanisms to protect the confidentiality and integrity of information stored on digital media during transport outside of controlled areas.,,,9/21/09,,,,,,draft,policy,5/14/14,5/14/14
979,CCI-001028,DISA FSO,"The organization sanitizes organization-defined information system media prior to disposal, release out of organizational control, or release for reuse using organization-defined sanitization techniques and procedures in accordance with applicable federal and organizational standards and policies.",,,9/21/09,NIST,MP-6,http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53,3,draft,,5/14/14,5/14/14
979,CCI-001028,DISA FSO,"The organization sanitizes organization-defined information system media prior to disposal, release out of organizational control, or release for reuse using organization-defined sanitization techniques and procedures in accordance with applicable federal and organizational standards and policies.",,,9/21/09,NIST,MP-6 a,http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53 Revision 4,4,draft,,5/14/14,5/14/14
979,CCI-001028,DISA FSO,"The organization sanitizes organization-defined information system media prior to disposal, release out of organizational control, or release for reuse using organization-defined sanitization techniques and procedures in accordance with applicable federal and organizational standards and policies.",,,9/21/09,NIST,MP-6.1 (ii),http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53A,1,draft,,5/14/14,5/14/14
979,CCI-001028,DISA FSO,"The organization sanitizes organization-defined information system media prior to disposal, release out of organizational control, or release for reuse using organization-defined sanitization techniques and procedures in accordance with applicable federal and organizational standards and policies.",,,9/21/09,,,,,,draft,policy,5/14/14,5/14/14
980,CCI-001029,DISA FSO,"The organization tracks, documents, and verifies media sanitization and disposal actions.",,,9/21/09,NIST,MP-6 (1),http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53,3,draft,,5/14/14,5/14/14
980,CCI-001029,DISA FSO,"The organization tracks, documents, and verifies media sanitization and disposal actions.",,,9/21/09,NIST,MP-6 (1).1,http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53A,1,draft,,5/14/14,5/14/14
980,CCI-001029,DISA FSO,"The organization tracks, documents, and verifies media sanitization and disposal actions.",,,9/21/09,,,,,,draft,policy,5/14/14,5/14/14
981,CCI-001030,DISA FSO,The organization tests sanitization equipment and procedures in accordance with the organization-defined frequency to verify that the intended sanitization is being achieved.,,,9/21/09,NIST,MP-6 (2),http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53,3,draft,,5/14/14,5/14/14
981,CCI-001030,DISA FSO,The organization tests sanitization equipment and procedures in accordance with the organization-defined frequency to verify that the intended sanitization is being achieved.,,,9/21/09,NIST,MP-6 (2),http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53 Revision 4,4,draft,,5/14/14,5/14/14
981,CCI-001030,DISA FSO,The organization tests sanitization equipment and procedures in accordance with the organization-defined frequency to verify that the intended sanitization is being achieved.,,,9/21/09,NIST,MP-6 (2).1 (ii),http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53A,1,draft,,5/14/14,5/14/14
981,CCI-001030,DISA FSO,The organization tests sanitization equipment and procedures in accordance with the organization-defined frequency to verify that the intended sanitization is being achieved.,,,9/21/09,,,,,,draft,policy,5/14/14,5/14/14
982,CCI-001031,DISA FSO,The organization defines a frequency for testing sanitization equipment and procedures to verify that the intended sanitization is being achieved.,,,9/21/09,NIST,MP-6 (2),http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53,3,draft,,5/14/14,5/14/14
982,CCI-001031,DISA FSO,The organization defines a frequency for testing sanitization equipment and procedures to verify that the intended sanitization is being achieved.,,,9/21/09,NIST,MP-6 (2),http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53 Revision 4,4,draft,,5/14/14,5/14/14
982,CCI-001031,DISA FSO,The organization defines a frequency for testing sanitization equipment and procedures to verify that the intended sanitization is being achieved.,,,9/21/09,NIST,MP-6 (2).1 (i),http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53A,1,draft,,5/14/14,5/14/14
982,CCI-001031,DISA FSO,The organization defines a frequency for testing sanitization equipment and procedures to verify that the intended sanitization is being achieved.,,,9/21/09,,,,,,draft,policy,5/14/14,5/14/14
983,CCI-001032,DISA FSO,The organization applies nondestructive sanitization techniques to portable storage devices prior to connecting such devices to the information system in accordance with organization-defined circumstances requiring sanitization of portable storage devices.,,,9/21/09,NIST,MP-6 (3),http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53,3,draft,,5/14/14,5/14/14
983,CCI-001032,DISA FSO,The organization applies nondestructive sanitization techniques to portable storage devices prior to connecting such devices to the information system in accordance with organization-defined circumstances requiring sanitization of portable storage devices.,,,9/21/09,NIST,MP-6 (3),http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53 Revision 4,4,draft,,5/14/14,5/14/14
983,CCI-001032,DISA FSO,The organization applies nondestructive sanitization techniques to portable storage devices prior to connecting such devices to the information system in accordance with organization-defined circumstances requiring sanitization of portable storage devices.,,,9/21/09,NIST,MP-6 (3).1 (ii),http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53A,1,draft,,5/14/14,5/14/14
983,CCI-001032,DISA FSO,The organization applies nondestructive sanitization techniques to portable storage devices prior to connecting such devices to the information system in accordance with organization-defined circumstances requiring sanitization of portable storage devices.,,,9/21/09,,,,,,draft,policy,5/14/14,5/14/14
984,CCI-001033,DISA FSO,The organization defines circumstances requiring sanitization of portable storage devices prior to connecting such devices to the information system.,,,9/21/09,NIST,MP-6 (3),http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53,3,draft,,5/14/14,5/14/14
984,CCI-001033,DISA FSO,The organization defines circumstances requiring sanitization of portable storage devices prior to connecting such devices to the information system.,,,9/21/09,NIST,MP-6 (3),http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53 Revision 4,4,draft,,5/14/14,5/14/14
984,CCI-001033,DISA FSO,The organization defines circumstances requiring sanitization of portable storage devices prior to connecting such devices to the information system.,,,9/21/09,NIST,MP-6 (3).1 (i),http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53A,1,draft,,5/14/14,5/14/14
984,CCI-001033,DISA FSO,The organization defines circumstances requiring sanitization of portable storage devices prior to connecting such devices to the information system.,,,9/21/09,,,,,,draft,policy,5/14/14,5/14/14
985,CCI-001034,DISA FSO,The organization sanitizes information system media containing Controlled Unclassified Information (CUI) or other sensitive information in accordance with applicable organizational and/or federal standards and policies.,,,9/21/09,NIST,MP-6 (4),http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53,3,draft,,5/14/14,5/14/14
985,CCI-001034,DISA FSO,The organization sanitizes information system media containing Controlled Unclassified Information (CUI) or other sensitive information in accordance with applicable organizational and/or federal standards and policies.,,,9/21/09,NIST,MP-6 (4).1 (ii),http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53A,1,draft,,5/14/14,5/14/14
985,CCI-001034,DISA FSO,The organization sanitizes information system media containing Controlled Unclassified Information (CUI) or other sensitive information in accordance with applicable organizational and/or federal standards and policies.,,,9/21/09,,,,,,draft,policy,5/14/14,5/14/14
986,CCI-001035,DISA FSO,The organization sanitizes information system media containing classified information in accordance with NSA standards and policies.,,,9/21/09,NIST,MP-6 (5),http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53,3,draft,,5/14/14,5/14/14
986,CCI-001035,DISA FSO,The organization sanitizes information system media containing classified information in accordance with NSA standards and policies.,,,9/21/09,NIST,MP-6 (5).1 (ii),http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53A,1,draft,,5/14/14,5/14/14
986,CCI-001035,DISA FSO,The organization sanitizes information system media containing classified information in accordance with NSA standards and policies.,,,9/21/09,,,,,,draft,policy,5/14/14,5/14/14
987,CCI-001036,DISA FSO,The organization destroys information system media that cannot be sanitized.,,,9/21/09,NIST,MP-6 (6),http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53,3,draft,,5/14/14,5/14/14
987,CCI-001036,DISA FSO,The organization destroys information system media that cannot be sanitized.,,,9/21/09,NIST,MP-6 (6).1 (ii),http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53A,1,draft,,5/14/14,5/14/14
987,CCI-001036,DISA FSO,The organization destroys information system media that cannot be sanitized.,,,9/21/09,,,,,,draft,policy,5/14/14,5/14/14
988,CCI-000904,DISA FSO,"The organization develops and documents a physical and environmental protection policy that addresses purpose, scope, roles, responsibilities, management commitment, coordination among organizational entities, and compliance.",,,9/21/09,NIST,PE-1 a,http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53,3,draft,,5/14/14,5/14/14
988,CCI-000904,DISA FSO,"The organization develops and documents a physical and environmental protection policy that addresses purpose, scope, roles, responsibilities, management commitment, coordination among organizational entities, and compliance.",,,9/21/09,NIST,PE-1.1 (i and ii),http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53A,1,draft,,5/14/14,5/14/14
988,CCI-000904,DISA FSO,"The organization develops and documents a physical and environmental protection policy that addresses purpose, scope, roles, responsibilities, management commitment, coordination among organizational entities, and compliance.",,,9/21/09,NIST,PE-1 a 1,http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53 Revision 4,4,draft,,5/14/14,5/14/14
988,CCI-000904,DISA FSO,"The organization develops and documents a physical and environmental protection policy that addresses purpose, scope, roles, responsibilities, management commitment, coordination among organizational entities, and compliance.",,,9/21/09,,,,,,draft,policy,5/14/14,5/14/14
989,CCI-000905,DISA FSO,The organization disseminates a physical and environmental protection policy to organization-defined personnel or roles.,,,9/21/09,NIST,PE-1 a,http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53,3,draft,,5/14/14,5/14/14
989,CCI-000905,DISA FSO,The organization disseminates a physical and environmental protection policy to organization-defined personnel or roles.,,,9/21/09,NIST,PE-1.1 (iii),http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53A,1,draft,,5/14/14,5/14/14
989,CCI-000905,DISA FSO,The organization disseminates a physical and environmental protection policy to organization-defined personnel or roles.,,,9/21/09,NIST,PE-1 a 1,http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53 Revision 4,4,draft,,5/14/14,5/14/14
989,CCI-000905,DISA FSO,The organization disseminates a physical and environmental protection policy to organization-defined personnel or roles.,,,9/21/09,,,,,,draft,policy,5/14/14,5/14/14
990,CCI-000906,DISA FSO,The organization reviews and updates the current physical and environmental protection policy in accordance with organization-defined frequency.,,,9/21/09,NIST,PE-1 a,http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53,3,draft,,5/14/14,5/14/14
990,CCI-000906,DISA FSO,The organization reviews and updates the current physical and environmental protection policy in accordance with organization-defined frequency.,,,9/21/09,NIST,PE-1.2 (ii),http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53A,1,draft,,5/14/14,5/14/14
990,CCI-000906,DISA FSO,The organization reviews and updates the current physical and environmental protection policy in accordance with organization-defined frequency.,,,9/21/09,NIST,PE-1 b 1,http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53 Revision 4,4,draft,,5/14/14,5/14/14
990,CCI-000906,DISA FSO,The organization reviews and updates the current physical and environmental protection policy in accordance with organization-defined frequency.,,,9/21/09,,,,,,draft,policy,5/14/14,5/14/14
991,CCI-000907,DISA FSO,The organization defines the frequency with which to review and update the physical and environmental protection policy.,,,9/21/09,NIST,PE-1 a,http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53,3,draft,,5/14/14,5/14/14
991,CCI-000907,DISA FSO,The organization defines the frequency with which to review and update the physical and environmental protection policy.,,,9/21/09,NIST,PE-1.2 (i),http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53A,1,draft,,5/14/14,5/14/14
991,CCI-000907,DISA FSO,The organization defines the frequency with which to review and update the physical and environmental protection policy.,,,9/21/09,NIST,PE-1 b 1,http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53 Revision 4,4,draft,,5/14/14,5/14/14
